Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73437820,73445727,00006926/21,2021-01-01 19:37:48.572006+03,2021-01-02 08:01:34.702469+03,Нет,49,winter_works,3391,Нет,Обычная,ЦАО,100,Пресненский,106,Закрыта,"15321,15615",,Выполнено,,2021-01-02 08:01:34.702469+03,,,
73437824,73505013,00006927/21,2021-01-01 19:37:53.72237+03,2021-01-03 13:10:37.83663+03,Нет,1594,,4094,Нет,Аварийная,ВАО,400,Сокольники,418,Закрыта,18268,15378,Оказана консультация,,2021-01-01 20:54:30.520831+03,Работы не выполнены,Плохо,bad
73437825,73505012,00006928/21,2021-01-01 19:37:56.173058+03,2021-01-03 13:10:37.406647+03,Нет,1594,,2262,Да,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,15420,,Оказана консультация,,2021-01-01 20:03:16.528538+03,Работы выполнены,Удовлетворительно,neutral
73437826,73441048,00006929/21,2021-01-01 19:37:56.500837+03,2021-01-01 21:29:50.614987+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Северное Тушино,904,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:29:50.614987+03,,,
73437830,73455664,00006930/21,2021-01-01 19:38:03.781572+03,2021-01-02 12:03:20.167118+03,Нет,48,,1759,Да,Обычная,ЮЗАО,700,Академический,701,Закрыта,"15320,15873",,Выполнено,,2021-01-02 12:03:20.167118+03,,,
73437840,73442386,00006931/21,2021-01-01 19:38:18.635143+03,2021-01-01 22:38:33.614705+03,Нет,51,,1776,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,15511,,Выполнено,,2021-01-01 22:38:33.614705+03,,,
73437845,73491695,00006932/21,2021-01-01 19:38:26.282213+03,2021-01-03 10:05:47.589061+03,Нет,54,,2107,Да,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,15455,,Выполнено,,2021-01-03 10:05:47.589061+03,,,
73437860,73505009,00006933/21,2021-01-01 19:38:52.004594+03,2021-01-03 13:10:36.946531+03,Нет,1594,,1934,Да,Обычная,ЮАО,600,Чертаново Южное,621,Закрыта,15444,,Выполнено,,2021-01-01 19:59:07.547051+03,Работы выполнены,Хорошо,good
73437861,73440667,00006934/21,2021-01-01 19:38:56.563951+03,2021-01-01 21:15:10.499947+03,Нет,1595,,1924,Нет,Обычная,СВАО,300,Останкинский,310,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:15:10.499947+03,,,
73437864,73438909,00006935/21,2021-01-01 19:38:59.275295+03,2021-01-01 20:10:34.366085+03,Нет,54,,2414,Да,Обычная,САО,200,Аэропорт,201,Закрыта,14979,,Оказана консультация,,2021-01-01 20:10:34.366085+03,,,
73437865,73462999,00006936/21,2021-01-01 19:38:59.397351+03,2021-01-02 13:55:42.531568+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Северное Измайлово,416,Закрыта,15321,,Выполнено,,2021-01-02 13:55:42.531568+03,,,
73437869,73438252,00006937/21,2021-01-01 19:39:02.183629+03,2021-01-01 19:49:53.545764+03,Нет,59,,2150,Да,Обычная,ЮЗАО,700,Северное Бутово,708,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 19:49:53.545764+03,,,
73437881,73574164,00006938/21,2021-01-01 19:39:34.258882+03,2021-01-04 15:15:30.247875+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Хорошевский,217,Закрыта,15321,,Выполнено,,2021-01-02 10:11:22.71509+03,Работы выполнены,Удовлетворительно,neutral
73437888,73455210,00006939/21,2021-01-01 19:39:45.16004+03,2021-01-02 11:55:38.677533+03,Нет,53,,2223,Нет,Обычная,САО,200,Беговой,202,Закрыта,15977,,Выполнено,,2021-01-02 11:55:38.677533+03,,,
73437891,73505008,00006940/21,2021-01-01 19:39:50.979224+03,2021-01-03 13:10:36.510079+03,Нет,1594,,2157,Нет,Аварийная,СЗАО,900,Хорошево-Мневники,906,Закрыта,15420,15378,Оказана консультация,,2021-01-01 20:31:34.633873+03,Работы выполнены,Хорошо,good
73437899,73442130,00006941/21,2021-01-01 19:40:09.746525+03,2021-01-01 22:23:17.477404+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Коньково,704,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 22:23:17.477404+03,,,
73437917,73438948,00006942/21,2021-01-01 19:40:28.172395+03,2021-01-01 20:11:27.154817+03,Нет,60,,2325,Нет,Обычная,САО,200,Аэропорт,201,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:11:27.154817+03,,,
73437927,73502716,00006943/21,2021-01-01 19:40:56.67138+03,2021-01-03 12:41:18.090893+03,Нет,54,,2103,Нет,Обычная,ВАО,400,Метрогородок,410,Закрыта,15977,,Выполнено,,2021-01-03 12:41:18.090893+03,,,
73437930,73440587,00006944/21,2021-01-01 19:40:57.374094+03,2021-01-01 21:10:50.46486+03,Нет,1594,,4093,Нет,Обычная,САО,200,Дмитровский,208,Закрыта,15420,,Оказана консультация,,2021-01-01 21:10:50.46486+03,,,
73437931,73439355,00006945/21,2021-01-01 19:40:59.803108+03,2021-01-01 20:26:52.136862+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15213,,Выполнено,,2021-01-01 20:26:52.136862+03,,,
73437940,73440259,00006946/21,2021-01-01 19:41:08.140491+03,2021-01-01 20:58:49.76241+03,Нет,59,,1694,Да,Обычная,ЗАО,800,Кунцево,807,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 20:58:49.76241+03,,,
73437941,73441185,00006947/21,2021-01-01 19:41:11.261474+03,2021-01-01 21:34:28.416561+03,Нет,1595,,1924,Нет,Обычная,СВАО,300,Алтуфьевский,302,Закрыта,15529,,Выполнено,,2021-01-01 21:34:28.416561+03,,,
73437946,73574157,00006948/21,2021-01-01 19:41:20.747509+03,2021-01-04 15:15:28.855051+03,Нет,59,,4328,Нет,Обычная,ВАО,400,Преображенское,415,Закрыта,15373,,Выполнено,,2021-01-02 08:30:01.180137+03,Работы выполнены,Хорошо,good
73437952,73515802,00006949/21,2021-01-01 19:41:27.159129+03,2021-01-03 15:15:24.055839+03,Нет,49,winter_works,3392,Нет,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:32:37.289476+03,Работы выполнены,Удовлетворительно,neutral
73437955,73440144,00006950/21,2021-01-01 19:41:32.578977+03,2021-01-01 20:54:28.503419+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,14980,,Выполнено,,2021-01-01 20:54:28.503419+03,,,
73437956,73439420,00006951/21,2021-01-01 19:41:34.881887+03,2021-01-01 20:28:54.98214+03,Нет,1594,,2231,Нет,Аварийная,ЮЗАО,700,Теплый Стан,709,Закрыта,15420,18426,Оказана консультация,,2021-01-01 20:28:54.98214+03,,,
73437957,73437966,00006952/21,2021-01-01 19:41:34.919201+03,2021-01-01 19:41:51.811893+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Аэропорт,201,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 19:41:51.811893+03,,,
73437959,73439146,00006953/21,2021-01-01 19:41:39.060535+03,2021-01-01 20:18:59.512063+03,Нет,1595,,2222,Да,Обычная,САО,200,Восточное Дегунино,206,Закрыта,18255,,Не выполнено по инициативе жителя,,2021-01-01 20:18:59.512063+03,,,
73437961,73438267,00006954/21,2021-01-01 19:41:40.749502+03,2021-01-01 19:50:13.847332+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,18256,,Оказана консультация,,2021-01-01 19:50:13.847332+03,,,
73437968,73438719,00006955/21,2021-01-01 19:41:52.853065+03,2021-01-01 20:04:12.713268+03,Нет,1594,,4093,Нет,Обычная,ЦАО,100,Басманный,102,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 20:04:12.713268+03,,,
73437979,73438052,00006956/21,2021-01-01 19:42:06.970552+03,2021-01-01 19:44:11.615256+03,Нет,56,,1967,Нет,Обычная,ЮЗАО,700,Теплый Стан,709,Закрыта,18262,,Оказана консультация,,2021-01-01 19:44:11.615256+03,,,
73437981,73442204,00006957/21,2021-01-01 19:42:09.622322+03,2021-01-01 22:27:18.285618+03,Нет,49,winter_works,3392,Нет,Обычная,ЮЗАО,700,Коньково,704,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 22:27:18.285618+03,,,
73437993,73440789,00006958/21,2021-01-01 19:42:24.524353+03,2021-01-01 21:20:34.069112+03,Нет,1597,,2234,Нет,Обычная,ЗАО,800,Раменки,815,Закрыта,15213,,Выполнено,,2021-01-01 21:20:34.069112+03,,,
73437997,73438481,00006959/21,2021-01-01 19:42:28.212822+03,2021-01-01 19:56:01.511997+03,Нет,1594,,4094,Нет,Аварийная,СВАО,300,Лосиноостровский,307,Закрыта,15420,,Оказана консультация,,2021-01-01 19:56:01.511997+03,,,
73438009,73470764,00006960/21,2021-01-01 19:42:53.7319+03,2021-01-02 15:43:06.969303+03,Нет,49,winter_works,5947,Нет,Обычная,ЦАО,100,Хамовники,109,Закрыта,15359,,Выполнено,,2021-01-02 15:43:06.969303+03,,,
73438011,73439681,00006961/21,2021-01-01 19:43:00.360008+03,2021-01-01 20:38:40.979159+03,Нет,51,,1776,Нет,Обычная,ВАО,400,Измайлово,408,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:38:40.979159+03,,,
73438014,73453232,00006962/21,2021-01-01 19:43:11.056283+03,2021-01-02 11:21:21.765266+03,Нет,1595,,2288,Да,Обычная,ЮАО,600,Донской,610,Закрыта,14912,,Выполнено,,2021-01-02 11:21:21.765266+03,,,
73438015,73442838,00006963/21,2021-01-01 19:43:11.316376+03,2021-01-01 23:04:53.028272+03,Нет,1595,,2093,Нет,Аварийная,ЮЗАО,700,Котловка,705,Закрыта,15420,15378,Оказана консультация,,2021-01-01 23:04:53.028272+03,,,
73438019,73438402,00006964/21,2021-01-01 19:43:13.904055+03,2021-01-01 19:53:57.047228+03,Нет,60,,1922,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,15420,,Оказана консультация,,2021-01-01 19:53:57.047228+03,,,
73438025,73439209,00006965/21,2021-01-01 19:43:31.615166+03,2021-01-01 20:20:54.139068+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,"15513,15514",,Выполнено,,2021-01-01 20:20:54.139068+03,,,
73438029,73515837,00006966/21,2021-01-01 19:43:38.710905+03,2021-01-03 15:15:34.048914+03,Нет,49,winter_works,2203,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:11:24.655678+03,Работы не выполнены,Плохо,bad
73438030,73442487,00006967/21,2021-01-01 19:43:39.751743+03,2021-01-01 22:44:34.173988+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15326,,Выполнено,,2021-01-01 22:44:34.173988+03,,,
73438033,73442439,00006968/21,2021-01-01 19:43:45.548637+03,2021-01-01 22:41:23.92857+03,Нет,53,,1718,Нет,Обычная,ВАО,400,Гольяново,406,Закрыта,15420,,Оказана консультация,,2021-01-01 22:41:23.92857+03,,,
73438035,73505007,00006969/21,2021-01-01 19:43:49.201208+03,2021-01-03 13:10:36.112453+03,Нет,49,winter_works,3391,Нет,Обычная,ЮАО,600,Орехово-Борисово Южное,617,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:02:46.993528+03,Работы не выполнены,Плохо,bad
73438040,73574156,00006970/21,2021-01-01 19:44:00.674545+03,2021-01-04 15:15:28.437672+03,Нет,49,winter_works,3391,Нет,Обычная,ЦАО,100,Пресненский,106,Закрыта,"15054,15489,15615",,Выполнено,,2021-01-02 17:24:29.022789+03,Работы не выполнены,Плохо,bad
73438043,73440069,00006971/21,2021-01-01 19:44:02.248098+03,2021-01-01 20:51:45.261056+03,Нет,53,,2297,Нет,Обычная,САО,200,Аэропорт,201,Закрыта,14980,,Выполнено,,2021-01-01 20:51:45.261056+03,,,
73438044,73446357,00006972/21,2021-01-01 19:44:04.170552+03,2021-01-02 08:35:56.097549+03,Нет,1597,,2393,Нет,Обычная,ЗАО,800,Можайский,809,Закрыта,"15598,15946",,Выполнено,,2021-01-02 08:35:56.097549+03,,,
73438051,73447874,00006973/21,2021-01-01 19:44:10.91132+03,2021-01-02 09:31:50.826057+03,Нет,53,,2297,Нет,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15550,,Выполнено,,2021-01-02 09:31:50.826057+03,,,
73438058,73573803,00006974/21,2021-01-01 19:44:24.676635+03,2021-01-04 15:11:01.023977+03,Нет,49,winter_works,3392,Нет,Обычная,ВАО,400,Преображенское,415,Закрыта,"15040,15326",,Выполнено,,2021-01-02 12:09:42.092989+03,,,
73438060,73505005,00006975/21,2021-01-01 19:44:28.040969+03,2021-01-03 13:10:35.719091+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Свиблово,313,Закрыта,14979,,Оказана консультация,,2021-01-01 20:04:24.115543+03,Работы выполнены,Хорошо,good
73438064,73505003,00006976/21,2021-01-01 19:44:33.889541+03,2021-01-03 13:10:35.332377+03,Нет,1594,,2090,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,15420,,Оказана консультация,,2021-01-01 20:16:35.797159+03,Работы выполнены,Хорошо,good
73438070,73593522,00006977/21,2021-01-01 19:44:47.813023+03,2021-01-04 20:48:03.768812+03,Нет,1594,,2159,Да,Обычная,ЗАО,800,Можайский,809,Закрыта,18260,,Не выполнено по инициативе жителя,1,2021-01-04 20:48:03.768812+03,Работы не выполнены,Плохо,bad
73438072,73441032,00006978/21,2021-01-01 19:44:48.425057+03,2021-01-01 21:29:16.014562+03,Нет,49,winter_works,2203,Нет,Обычная,ЗАО,800,Раменки,815,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:29:16.014562+03,,,
73438075,73505001,00006979/21,2021-01-01 19:44:52.055409+03,2021-01-03 13:10:34.896347+03,Нет,49,winter_works,2203,Нет,Обычная,ЮЗАО,700,Коньково,704,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:08:37.135729+03,Работы выполнены,Плохо,bad
73438076,73472224,00006980/21,2021-01-01 19:44:52.220262+03,2021-01-02 16:06:03.749312+03,Нет,1596,,2082,Да,Обычная,ЦАО,100,Хамовники,109,Закрыта,15946,,Выполнено,,2021-01-02 16:06:03.749312+03,,,
73438077,73438096,00006981/21,2021-01-01 19:44:52.451048+03,2021-01-01 19:45:16.84205+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 19:45:16.84205+03,,,
73438085,73438363,00006982/21,2021-01-01 19:44:59.384175+03,2021-01-01 19:52:57.130295+03,Нет,51,,1771,Нет,Обычная,СВАО,300,Северный,315,Закрыта,15142,,Выполнено,,2021-01-01 19:52:57.130295+03,,,
73438087,73440912,00006983/21,2021-01-01 19:45:01.125511+03,2021-01-01 21:25:10.153544+03,Нет,49,winter_works,3392,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,18262,,Оказана консультация,,2021-01-01 21:25:10.153544+03,,,
73438089,73504999,00006984/21,2021-01-01 19:45:05.442044+03,2021-01-03 13:10:34.490076+03,Нет,1594,,2228,Нет,Обычная,ВАО,400,Метрогородок,410,Закрыта,15444,15404,Выполнено,,2021-01-01 22:06:04.242077+03,Работы выполнены,Удовлетворительно,neutral
73438104,73439506,00006985/21,2021-01-01 19:45:37.420549+03,2021-01-01 20:32:17.903462+03,Нет,50,,2283,Нет,Аварийная,САО,200,Восточное Дегунино,206,Закрыта,15420,15378,Оказана консультация,,2021-01-01 20:32:17.903462+03,,,
73438105,73439263,00006986/21,2021-01-01 19:45:40.348318+03,2021-01-01 20:23:11.131141+03,Нет,1597,,2393,Нет,Обычная,ЦАО,100,Хамовники,109,Закрыта,18262,,Оказана консультация,,2021-01-01 20:23:11.131141+03,,,
73438108,73448337,00006987/21,2021-01-01 19:45:48.771178+03,2021-01-02 09:42:49.248652+03,Нет,1594,,2262,Да,Обычная,ВАО,400,Перово,413,Закрыта,15420,,Оказана консультация,,2021-01-02 09:42:49.248652+03,,,
73438111,73438116,00006988/21,2021-01-01 19:45:50.877428+03,2021-01-01 19:46:05.293026+03,Нет,49,winter_works,3392,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 19:46:05.293026+03,,,
73438113,73438779,00006989/21,2021-01-01 19:45:59.005736+03,2021-01-01 20:06:27.152085+03,Нет,1594,,4094,Нет,Аварийная,ВАО,400,Сокольники,418,Закрыта,15420,15378,Оказана консультация,,2021-01-01 20:06:27.152085+03,,,
73438120,73439298,00006990/21,2021-01-01 19:46:12.216412+03,2021-01-01 20:25:00.292345+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15213,,Выполнено,,2021-01-01 20:25:00.292345+03,,,
73438123,73438954,00006991/21,2021-01-01 19:46:18.340271+03,2021-01-01 20:11:42.720477+03,Нет,51,,1777,Да,Обычная,САО,200,Ховрино,216,Закрыта,15785,,Выполнено,,2021-01-01 20:11:42.720477+03,,,
73438131,73439187,00006992/21,2021-01-01 19:46:35.546018+03,2021-01-01 20:20:07.8483+03,Нет,1594,,4093,Нет,Обычная,СВАО,300,Алексеевский,301,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 20:20:07.8483+03,,,
73438134,73439317,00006993/21,2021-01-01 19:46:38.386304+03,2021-01-01 20:25:25.424569+03,Нет,1594,,2282,Да,Обычная,ВАО,400,Вешняки,404,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 20:25:25.424569+03,,,
73438139,73440353,00006994/21,2021-01-01 19:46:43.946899+03,2021-01-01 21:02:26.669766+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Новогиреево,411,Закрыта,15213,,Выполнено,,2021-01-01 21:02:26.669766+03,,,
73438142,73443630,00006995/21,2021-01-01 19:46:46.320865+03,2021-01-02 00:06:54.805288+03,Нет,59,,4328,Нет,Обычная,ЦАО,100,Хамовники,109,Закрыта,15513,,Выполнено,,2021-01-02 00:06:54.805288+03,,,
73438148,73439253,00006996/21,2021-01-01 19:46:56.632179+03,2021-01-01 20:22:45.852562+03,Нет,49,winter_works,3392,Нет,Обычная,ЮЗАО,700,Ломоносовский,706,Закрыта,15321,,Выполнено,,2021-01-01 20:22:45.852562+03,,,
73438155,73504998,00006997/21,2021-01-01 19:47:11.988466+03,2021-01-03 13:10:34.09106+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Северное Медведково,314,Закрыта,15513,,Выполнено,,2021-01-01 20:15:48.529706+03,Работы выполнены,Хорошо,good
73438160,73515518,00006998/21,2021-01-01 19:47:24.316278+03,2021-01-03 15:10:38.468688+03,Нет,59,,1822,Нет,Аварийная,ЮАО,600,Донской,610,Закрыта,15170,15404,Выполнено,,2021-01-01 21:20:00.021643+03,Работы выполнены,Хорошо,good
73438169,73440084,00006999/21,2021-01-01 19:47:33.725968+03,2021-01-01 20:52:12.240825+03,Нет,1595,,1939,Да,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:52:12.240825+03,,,
73438179,73573802,00007000/21,2021-01-01 19:47:54.860268+03,2021-01-04 15:11:00.596067+03,Нет,59,,2150,Да,Обычная,СВАО,300,Южное Медведково,316,Закрыта,15605,,Выполнено,,2021-01-02 10:54:14.934648+03,Работы выполнены,Хорошо,good
73438184,73439044,00007001/21,2021-01-01 19:48:02.140726+03,2021-01-01 20:14:50.527741+03,Нет,51,,1780,Да,Обычная,ЮАО,600,Братеево,608,Закрыта,14979,,Оказана консультация,,2021-01-01 20:14:50.527741+03,,,
73438193,73441479,00007002/21,2021-01-01 19:48:18.196521+03,2021-01-01 21:48:23.984629+03,Нет,53,,2297,Нет,Обычная,САО,200,Коптево,210,Закрыта,15910,,Выполнено,,2021-01-01 21:48:23.984629+03,,,
73438196,73440115,00007003/21,2021-01-01 19:48:27.953536+03,2021-01-01 20:53:24.978124+03,Нет,49,winter_works,2203,Нет,Обычная,ВАО,400,Метрогородок,410,Закрыта,15054,,Выполнено,,2021-01-01 20:53:24.978124+03,,,
73438198,73504997,00007004/21,2021-01-01 19:48:34.306158+03,2021-01-03 13:10:33.682086+03,Нет,1594,,2299,Нет,Обычная,СЗАО,900,Щукино,907,Закрыта,14979,,Оказана консультация,,2021-01-01 20:35:25.434841+03,Работы выполнены,Хорошо,good
73438205,73438928,00007005/21,2021-01-01 19:48:50.746903+03,2021-01-01 20:10:57.281041+03,Нет,51,,1771,Нет,Обычная,ЦАО,100,Басманный,102,Закрыта,15142,,Выполнено,,2021-01-01 20:10:57.281041+03,,,
73438209,73438411,00007006/21,2021-01-01 19:48:51.710011+03,2021-01-01 19:54:13.176934+03,Нет,1594,,2282,Да,Обычная,ЮЗАО,700,Черемушки,710,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-01 19:54:13.176934+03,,,
73438216,73439946,00007007/21,2021-01-01 19:48:57.634233+03,2021-01-01 20:47:38.927445+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:47:38.927445+03,,,
73438218,73510462,00007008/21,2021-01-01 19:49:01.769037+03,2021-01-03 14:10:31.105089+03,Нет,1594,,2238,Нет,Аварийная,ЗАО,800,Тропарево-Никулино,817,Закрыта,18262,15378,Оказана консультация,,2021-01-01 22:24:59.221312+03,,,
73438220,73504995,00007009/21,2021-01-01 19:49:07.165507+03,2021-01-03 13:10:33.295055+03,Нет,1597,,2393,Нет,Обычная,ЮЗАО,700,Черемушки,710,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:03:51.516119+03,Работы не выполнены,Плохо,bad
73438221,73504992,00007010/21,2021-01-01 19:49:08.241632+03,2021-01-03 13:10:32.878373+03,Нет,1595,,2209,Нет,Аварийная,ЮАО,600,Чертаново Южное,621,Закрыта,15970,,Выполнено,,2021-01-01 21:16:32.724383+03,Работы выполнены,Хорошо,good
73438225,73504990,00007011/21,2021-01-01 19:49:16.146416+03,2021-01-03 13:10:32.456092+03,Нет,59,,4328,Нет,Обычная,ЮАО,600,Царицыно,618,Закрыта,15513,,Выполнено,,2021-01-01 20:29:28.906042+03,Работы не выполнены,Плохо,bad
73438235,73504988,00007012/21,2021-01-01 19:49:27.51085+03,2021-01-03 13:10:32.053092+03,Нет,1594,,2238,Нет,Аварийная,ЗАО,800,Тропарево-Никулино,817,Закрыта,18262,15378,Оказана консультация,,2021-01-01 22:25:15.255706+03,Работы выполнены,Хорошо,good
73438244,73460884,00007013/21,2021-01-01 19:49:41.847018+03,2021-01-02 13:27:43.375892+03,Нет,1594,,4093,Нет,Обычная,ЮАО,600,Чертаново Центральное,620,Закрыта,18261,,Не выполнено по инициативе жителя,,2021-01-02 13:27:43.375892+03,,,
73438249,73438429,00007014/21,2021-01-01 19:49:45.657996+03,2021-01-01 19:54:42.819424+03,Нет,50,,2283,Нет,Аварийная,ЮВАО,500,Кузьминки,506,Закрыта,18262,,Оказана консультация,,2021-01-01 19:54:42.819424+03,,,
73438253,73438842,00007015/21,2021-01-01 19:49:55.687685+03,2021-01-01 20:08:37.209343+03,Нет,1597,,2234,Нет,Обычная,ЦАО,100,Мещанский,105,Закрыта,15213,,Выполнено,,2021-01-01 20:08:37.209343+03,,,
73438261,73439640,00007016/21,2021-01-01 19:50:08.458726+03,2021-01-01 20:37:09.983568+03,Нет,1594,,2213,Да,Обычная,СВАО,300,Отрадное,311,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:37:09.983568+03,,,
73438263,73438665,00007017/21,2021-01-01 19:50:10.464069+03,2021-01-01 20:02:16.969038+03,Нет,54,,2433,Да,Обычная,ЮЗАО,700,Черемушки,710,Закрыта,14979,,Оказана консультация,,2021-01-01 20:02:16.969038+03,,,
73438270,73438282,00007018/21,2021-01-01 19:50:26.923787+03,2021-01-01 19:51:02.257121+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Тропарево-Никулино,817,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 19:51:02.257121+03,,,
73438276,73438349,00007019/21,2021-01-01 19:50:44.02269+03,2021-01-01 19:52:31.130398+03,Нет,48,,2394,Нет,Обычная,СВАО,300,Марьина Роща,309,Закрыта,14979,,Оказана консультация,,2021-01-01 19:52:31.130398+03,,,
73438277,73454858,00007020/21,2021-01-01 19:50:44.959525+03,2021-01-02 11:49:25.597149+03,Нет,1594,,2198,Нет,Обычная,САО,200,Бескудниковский,203,Закрыта,"15148,15444",,Выполнено,,2021-01-02 11:49:25.597149+03,,,
73438284,73438765,00007021/21,2021-01-01 19:51:02.40905+03,2021-01-01 20:05:56.225002+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Митино,902,Закрыта,15326,,Выполнено,,2021-01-01 20:05:56.225002+03,,,
73438293,73449472,00007022/21,2021-01-01 19:51:26.319807+03,2021-01-02 10:10:49.38909+03,Нет,50,,2241,Да,Обычная,ЗАО,800,Дорогомилово,805,Закрыта,14979,,Оказана консультация,,2021-01-02 10:10:49.38909+03,,,
73438303,73438410,00007023/21,2021-01-01 19:51:30.24011+03,2021-01-01 19:54:12.083472+03,Нет,53,,2297,Нет,Обычная,ЗАО,800,Кунцево,807,Закрыта,18256,,Оказана консультация,,2021-01-01 19:54:12.083472+03,,,
73438304,73574153,00007024/21,2021-01-01 19:51:30.432257+03,2021-01-04 15:15:27.147596+03,Нет,48,,1759,Да,Обычная,ЦАО,100,Красносельский,104,Закрыта,15873,,Выполнено,,2021-01-02 17:30:18.978904+03,Работы выполнены,Хорошо,good
73438305,73504985,00007025/21,2021-01-01 19:51:30.437045+03,2021-01-03 13:10:31.647053+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Раменки,815,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:33:47.362313+03,Работы выполнены,Удовлетворительно,neutral
73438309,73439915,00007026/21,2021-01-01 19:51:34.016586+03,2021-01-01 20:46:58.133055+03,Нет,56,,2261,Нет,Обычная,ЗелАО,1000,Крюково,1005,Закрыта,"15787,15803",,Выполнено,,2021-01-01 20:46:58.133055+03,,,
73438311,73439403,00007027/21,2021-01-01 19:51:37.692971+03,2021-01-01 20:28:19.537112+03,Нет,1597,,2234,Нет,Обычная,СЗАО,900,Хорошево-Мневники,906,Закрыта,14979,,Оказана консультация,,2021-01-01 20:28:19.537112+03,,,
73438320,73440552,00007028/21,2021-01-01 19:51:54.597572+03,2021-01-01 21:09:31.113218+03,Да,51,,1777,Да,Обычная,ЮЗАО,700,Теплый Стан,709,Закрыта,"15887,18342",,Выполнено,,2021-01-01 21:09:31.113218+03,,,
